Intermittent browser/base/content/test/general/browser_bookmark_popup.js | Panel should still be 'open' for non-autoclose - Got closed, expected open
https://treeherder.mozilla.org/logviewer.html#?job_id=74590465&repo=mozilla-inbound

05:17:09     INFO - Entering test bound mouse_hovering_panel_should_prevent_autoclose
05:17:09     INFO - TEST-PASS | browser/base/content/test/general/browser_bookmark_popup.js | Page should only be starred prior to popupshown if editing bookmark - 
05:17:09     INFO - TEST-PASS | browser/base/content/test/general/browser_bookmark_popup.js | Panel should be 'closed' to start test - 
05:17:09     INFO - TEST-PASS | browser/base/content/test/general/browser_bookmark_popup.js | Panel should be 'open' after shownPromise is resolved - 
05:17:09     INFO - Buffered messages logged at 05:17:09
05:17:09     INFO - TEST-PASS | browser/base/content/test/general/browser_bookmark_popup.js | Only one bookmark should exist - 
05:17:09     INFO - TEST-PASS | browser/base/content/test/general/browser_bookmark_popup.js | Page is starred - 
05:17:09     INFO - TEST-PASS | browser/base/content/test/general/browser_bookmark_popup.js | title should match isEditingBookmark state - 
05:17:09     INFO - Buffered messages finished
05:17:09     INFO - TEST-UNEXPECTED-FAIL | browser/base/content/test/general/browser_bookmark_popup.js | Panel should still be 'open' for non-autoclose - Got closed, expected open
05:17:09     INFO - Stack trace:
05:17:09     INFO -     process@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:922:23
05:17:09     INFO -     walkerLoop@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:806:7
05:17:09     INFO -     Promise*scheduleWalkerLoop@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:739:11
05:17:09     INFO -     schedulePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:770:7
05:17:09     INFO -     completePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:707:7
05:17:09     INFO -     promise callback*completePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:698:7
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:324:15
05:17:09     INFO -     promise callback*TaskImpl_handleResultValue@resource://gre/modules/Task.jsm:396:7
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:327:15
05:17:09     INFO -     process@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:922:23
05:17:09     INFO -     walkerLoop@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:806:7
05:17:09     INFO -     Promise*scheduleWalkerLoop@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:739:11
05:17:09     INFO -     schedulePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:770:7
05:17:09     INFO -     completePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:707:7
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:324:15
05:17:09     INFO -     promise callback*TaskImpl_handleResultValue@resource://gre/modules/Task.jsm:396:7
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:327:15
05:17:09     INFO -     TaskImpl@resource://gre/modules/Task.jsm:277:3
05:17:09     INFO -     asyncFunction@resource://gre/modules/Task.jsm:252:14
05:17:09     INFO -     fetchBookmarksByURL/<@resource://gre/modules/Bookmarks.jsm:1163:22
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:319:42
05:17:09     INFO -     TaskImpl@resource://gre/modules/Task.jsm:277:3
05:17:09     INFO -     asyncFunction@resource://gre/modules/Task.jsm:252:14
05:17:09     INFO -     executeBeforeShutdown@resource://gre/modules/Sqlite.jsm:374:25
05:17:09     INFO -     executeBeforeShutdown@resource://gre/modules/Sqlite.jsm:1248:12
05:17:09     INFO -     withConnectionWrapper/<@resource://gre/modules/PlacesUtils.jsm:1455:14
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:319:42
05:17:09     INFO -     promise callback*TaskImpl_handleResultValue@resource://gre/modules/Task.jsm:396:7
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:327:15
05:17:09     INFO -     TaskImpl@resource://gre/modules/Task.jsm:277:3
05:17:09     INFO -     asyncFunction@resource://gre/modules/Task.jsm:252:14
05:17:09     INFO -     Task_spawn@resource://gre/modules/Task.jsm:166:12
05:17:09     INFO -     withConnectionWrapper@resource://gre/modules/PlacesUtils.jsm:1453:12
05:17:09     INFO -     fetchBookmarksByURL@resource://gre/modules/Bookmarks.jsm:1160:10
05:17:09     INFO -     fetch/<@resource://gre/modules/Bookmarks.jsm:596:25
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:319:42
05:17:09     INFO -     TaskImpl@resource://gre/modules/Task.jsm:277:3
05:17:09     INFO -     asyncFunction@resource://gre/modules/Task.jsm:252:14
05:17:09     INFO -     Task_spawn@resource://gre/modules/Task.jsm:166:12
05:17:09     INFO -     fetch@resource://gre/modules/Bookmarks.jsm:589:12
05:17:09     INFO -     test_bookmarks_popup/<@chrome://mochitests/content/browser/browser/base/content/test/general/browser_bookmark_popup.js:67:28
05:17:09     INFO -     TaskImpl_run@resource://gre/modules/Task.jsm:319:42
05:17:09     INFO -     process@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:922:23
05:17:09     INFO -     walkerLoop@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:806:7
05:17:09     INFO -     Promise*scheduleWalkerLoop@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:739:11
05:17:09     INFO -     schedulePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:770:7
05:17:09     INFO -     completePromise@resource://gre/modules/Promise.jsm -> resource://gre/modules/Promise-backend.js:707:7
05:17:09     INFO - Not taking screenshot here: see the one that was previously logged
05:17:09     INFO - TEST-UNEXPECTED-FAIL | browser/base/content/test/general/browser_bookmark_popup.js | uncaught exception - NS_ERROR_ILLEGAL_VALUE: Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsINavBookmarksService.getBookmarkURI] at SU_removeBookmarkButtonCommand@chrome://browser/content/browser-places.js:326:27
