maximum recursion value is too low
11732.2 1439.7 50627.5 830403 012100 2
11740.3 1437.6 50633.4 830403 012200 2
11751.5 1439.6 50637.3 830403 012300 2
11759.9 1442.5 50642.2 830403 012400 2
11754.6 1443.0 50642.2 830403 012500 2
11757.4 1441.2 50637.3 830403 012600 2
11752.2 1440.6 50635.3 830403 012700 2
11744.9 1443.1 50635.3 830403 012800 2
11736.8 1445.4 50632.4 830403 012900 2
11733.9 1447.2 50630.4 830403 013000 2
11733.0 1447.7 50628.5 830403 013100 2
11730.8 1451.1 50626.5 830403 013200 2
11728.9 1452.4 50625.5 830403 013300 2
11725.4 1451.9 50624.6 830403 013400 2
11720.6 1455.3 50622.6 830403 013500 2
11719.6 1456.4 50619.7 830403 013600 2
11720.4 1457.1 50616.7 830403 013700 2
11714.0 1459.1 50614.8 830403 013800 2
11710.9 1462.6 50612.8 830403 013900 2
11710.5 1466.2 50612.8 830403 014000 2
11711.9 1469.1 50612.8 830403 014100 2
11714.3 1470.7 50613.8 830403 014200 2
11712.1 1474.4 50611.8 830403 014300 2
11708.5 1474.8 50605.0 830403 014400 2
11708.4 1476.0 50603.0 830403 014500 2
11709.0 1478.2 50606.9 830403 014600 2
11710.1 1476.2 50605.0 830403 014700 2
11712.6 1477.2 50611.8 830403 014800 2
11718.6 1478.2 50614.8 830403 014900 2
11718.7 1477.3 50611.8 830403 015000 2
11726.6 1477.7 50612.8 830403 015100 2
11727.6 1476.9 50611.8 830403 015200 2
11730.5 1474.5 50614.8 830403 015300 2
11737.4 1475.7 50617.7 830403 015400 2
11740.1 1474.5 50620.6 830403 015500 2
11736.8 1472.9 50621.6 830403 015600 2
11735.3 1471.2 50621.6 830403 015700 2
11742.3 1471.4 50622.6 830403 015800 2
11741.7 1469.2 50622.6 830403 015900 2
11744.8 1465.6 50620.6 830403 020000 2
11745.0 1463.8 50617.7 830403 020100 2
11741.5 1464.0 50617.7 830403 020200 2
11742.1 1465.6 50618.7 830403 020300 2
11737.6 1466.6 50616.7 830403 020400 2
11738.3 1468.5 50614.8 830403 020500 2
11740.1 1467.8 50615.7 830403 020600 2
11742.1 1465.9 50616.7 830403 020700 2
11747.2 1466.9 50615.7 830403 020800 2
11750.4 1469.7 50615.7 830403 020900 2
11749.5 1469.6 50614.8 830403 021000 2
11755.0 1468.1 50615.7 830403 021100 2
11758.7 1466.5 50616.7 830403 021200 2
11762.0 1467.8 50616.7 830403 021300 2
11760.9 1469.5 50615.7 830403 021400 2
11759.2 1469.6 50614.8 830403 021500 2
11756.6 1469.6 50613.8 830403 021600 2
11755.4 1471.6 50613.8 830403 021700 2
11756.1 1473.2 50614.8 830403 021800 2
11757.2 1471.5 50616.7 830403 021900 2
11757.1 1472.1 50617.7 830403 022000 2
11760.2 1468.5 50619.7 830403 022100 2
11762.9 1467.9 50620.6 830403 022200 2
11763.6 1469.2 50621.6 830403 022300 2
11764.3 1470.5 50623.6 830403 022400 2
11765.1 1471.5 50624.6 830403 022500 2
11763.3 1471.9 50624.6 830403 022600 2
11760.7 1471.6 50620.6 830403 022700 2
11758.3 1469.5 50621.6 830403 022800 2
11758.4 1468.6 50624.6 830403 022900 2
11758.5 1467.7 50624.6 830403 023000 2
11758.8 1465.3 50625.5 830403 023100 2
11761.0 1462.2 50626.5 830403 023200 2
11762.1 1460.5 50628.5 830403 023300 2
11766.4 1460.7 50632.4 830403 023400 2
11769.2 1459.2 50636.3 830403 023500 2
11770.4 1456.9 50638.3 830403 023600 2
11772.4 1455.0 50639.3 830403 023700 2
11773.2 1455.1 50641.2 830403 023800 2
11774.9 1455.9 50642.2 830403 023900 2
11775.7 1456.6 50644.2 830403 024000 2
11775.7 1456.9 50647.1 830403 024100 2
11775.6 1457.5 50652.0 830403 024200 2
11777.3 1458.1 50652.0 830403 024300 2
11778.9 1458.9 50651.0 830403 024400 2
11778.8 1459.5 50651.0 830403 024500 2
11776.9 1461.1 50650.0 830403 024600 2
11776.0 1461.6 50650.0 830403 024700 2
11776.1 1460.1 50650.0 830403 024800 2
11776.0 1461.0 50649.1 830403 024900 2
11778.1 1458.5 50648.1 830403 025000 2
11779.1 1457.1 50648.1 830403 025100 2
11780.0 1457.5 50648.1 830403 025200 2
11780.6 1459.1 50648.1 830403 025300 2
11779.7 1459.6 50649.1 830403 025400 2
11780.6 1459.7 50650.0 830403 025500 2
11785.1 1458.4 50653.0 830403 025600 2
11789.5 1458.3 50655.9 830403 025700 2
11793.0 1458.8 50657.9 830403 025800 2
11793.8 1459.2 50658.9 830403 025900 2
11792.7 1460.6 50658.9 830403 030000 2
11793.1 1457.9 50659.8 830403 030100 2
11794.1 1456.8 50658.9 830403 030200 2
11793.9 1458.0 50658.9 830403 030300 2
11793.9 1458.0 50658.9 830403 030400 2
11791.5 1456.1 50660.8 830403 030500 2
11795.1 1455.4 50661.8 830403 030600 2
11796.2 1453.7 50662.8 830403 030700 2
11793.6 1453.6 50663.8 830403 030800 2
11794.4 1454.4 50665.7 830403 030900 2
11793.5 1454.5 50666.7 830403 031000 2
11797.7 1455.7 50668.7 830403 031100 2
11797.6 1456.3 50668.7 830403 031200 2
11798.5 1456.4 50668.7 830403 031300 2
11795.1 1455.4 50666.7 830403 031400 2
11796.3 1453.4 50666.7 830403 031500 2
11797.2 1452.6 50667.7 830403 031600 2
11795.5 1452.3 50667.7 830403 031700 2
11794.6 1452.2 50667.7 830403 031800 2
11794.5 1453.1 50666.7 830403 031900 2
11796.3 1453.4 50668.7 830403 032000 2
11797.1 1453.8 50670.6 830403 032100 2
11799.1 1451.3 50670.6 830403 032200 2
11803.6 1450.9 50670.6 830403 032300 2
11807.1 1450.7 50672.6 830403 032400 2
11809.8 1449.8 50673.6 830403 032500 2
11809.1 1449.1 50672.6 830403 032600 2
11809.0 1449.4 50669.6 830403 032700 2
11811.5 1450.3 50667.7 830403 032800 2
11806.5 1448.8 50669.6 830403 032900 2
11807.5 1447.4 50669.6 830403 033000 2
11812.0 1446.4 50668.7 830403 033100 2
11813.2 1443.8 50670.6 830403 033200 2
11807.9 1451.4 50666.7 830403 033300 2
11805.3 1451.4 50663.8 830403 033400 2
11805.5 1449.9 50668.7 830403 033500 2
11795.7 1450.5 50667.7 830403 033600 2
11795.3 1446.5 50661.8 830403 033700 2
11796.9 1448.5 50660.8 830403 033800 2
11796.2 1446.9 50662.8 830403 033900 2
11793.6 1446.6 50659.8 830403 034000 2
11793.5 1447.5 50661.8 830403 034100 2
11793.4 1448.4 50660.8 830403 034200 2
11794.3 1448.2 50667.7 830403 034300 2
11800.4 1448.3 50666.7 830403 034400 2
11797.9 1447.4 50664.7 830403 034500 2
11794.4 1447.3 50661.8 830403 034600 2
11790.8 1447.5 50658.9 830403 034700 2
11792.3 1449.5 50659.8 830403 034800 2
11792.5 1448.3 50659.8 830403 034900 2
11794.4 1447.3 50660.8 830403 035000 2
11797.3 1444.6 50661.8 830403 035100 2
11800.8 1445.0 50659.8 830403 035200 2
11798.1 1445.3 50663.8 830403 035300 2
11800.7 1445.6 50663.8 830403 035400 2
11804.2 1445.7 50666.7 830403 035500 2
11808.7 1445.1 50667.7 830403 035600 2
11804.7 1441.5 50666.7 830403 035700 2
11797.9 1439.8 50663.8 830403 035800 2
11796.8 1442.1 50664.7 830403 035900 2
11800.0 1444.0 50666.7 830403 040000 2
11792.2 1443.4 50665.7 830403 040100 2
11785.1 1444.0 50665.7 830403 040200 2
11784.0 1446.3 50665.7 830403 040300 2
11788.9 1448.8 50667.7 830403 040400 2
11787.9 1450.2 50668.7 830403 040500 2
11786.1 1450.3 50668.7 830403 040600 2
11789.6 1450.4 50667.7 830403 040700 2
11799.3 1449.8 50668.7 830403 040800 2
11804.6 1449.5 50670.6 830403 040900 2
11798.7 1448.1 50668.7 830403 041000 2
11799.6 1447.3 50670.6 830403 041100 2
11804.5 1443.0 50673.6 830403 041200 2
11806.3 1442.6 50675.5 830403 041300 2
11804.8 1441.2 50678.5 830403 041400 2
11811.5 1443.3 50680.4 830403 041500 2
11819.5 1442.4 50682.4 830403 041600 2
11819.8 1440.0 50685.3 830403 041700 2
11819.8 1439.7 50690.2 830403 041800 2
11819.9 1439.4 50692.2 830403 041900 2
11821.9 1437.2 50692.2 830403 042000 2
11823.7 1436.8 50692.2 830403 042100 2
11821.0 1437.1 50693.2 830403 042200 2
11819.3 1437.2 50695.1 830403 042300 2
11820.3 1436.1 50697.1 830403 042400 2
11819.6 1434.4 50699.0 830403 042500 2
11823.9 1435.3 50702.0 830403 042600 2
11822.2 1434.4 50702.0 830403 042700 2
11810.4 1430.9 50699.0 830403 042800 2
11804.2 1431.3 50701.0 830403 042900 2
11808.2 1434.3 50702.0 830403 043000 2
11811.0 1432.8 50703.0 830403 043100 2
11807.8 1430.5 50705.9 830403 043200 2
11805.8 1432.5 50707.9 830403 043300 2
11806.6 1433.2 50710.8 830403 043400 2
11811.7 1434.4 50713.7 830403 043500 2
11806.1 1437.4 50717.7 830403 043600 2
11808.0 1436.4 50715.7 830403 043700 2
11811.4 1436.8 50717.7 830403 043800 2
11814.2 1435.3 50717.7 830403 043900 2
11811.0 1432.8 50719.6 830403 044000 2
11805.9 1432.2 50718.6 830403 044100 2
11794.2 1434.4 50718.6 830403 044200 2
11786.9 1436.9 50717.7 830403 044300 2
11788.8 1435.6 50719.6 830403 044400 2
11795.4 1438.5 50720.6 830403 044500 2
11791.1 1438.0 50718.6 830403 044600 2
11786.8 1437.8 50720.6 830403 044700 2
11790.2 1438.5 50719.6 830403 044800 2
11783.4 1437.1 50717.7 830403 044900 2
11784.9 1438.8 50723.5 830403 045000 2
11791.9 1438.7 50725.5 830403 045100 2
11787.1 1435.4 50719.6 830403 045200 2
11787.8 1436.7 50721.6 830403 045300 2
11783.3 1437.4 50724.5 830403 045400 2
11783.3 1437.7 50723.5 830403 045500 2
11786.9 1436.9 50719.6 830403 045600 2
11787.2 1434.5 50724.5 830403 045700 2
11794.1 1435.3 50728.4 830403 045800 2
11793.3 1434.3 50727.5 830403 045900 2
11798.7 1433.7 50729.4 830403 050000 2
11801.0 1435.9 50729.4 830403 050100 2
11802.8 1435.8 50723.5 830403 050200 2
11797.9 1432.7 50725.5 830403 050300 2
11801.5 1432.2 50726.5 830403 050400 2
11799.6 1432.9 50721.6 830403 050500 2
11796.5 1429.5 50714.7 830403 050600 2
11792.7 1425.3 50710.8 830403 050700 2
11789.3 1424.0 50712.8 830403 050800 2
11783.7 1427.3 50717.7 830403 050900 2
11792.6 1425.6 50720.6 830403 051000 2
11798.0 1424.5 50715.7 830403 051100 2
11798.7 1426.4 50716.7 830403 051200 2
11798.6 1427.3 50711.8 830403 051300 2
11807.0 1422.5 50704.9 830403 051400 2
11802.1 1419.7 50701.0 830403 051500 2
11800.3 1419.8 50698.1 830403 051600 2
11793.6 1417.8 50700.0 830403 051700 2
11791.6 1420.0 50703.0 830403 051800 2
11794.8 1421.9 50705.9 830403 051900 2
11801.0 1421.4 50704.9 830403 052000 2
11800.5 1418.3 50703.0 830403 052100 2
11800.4 1419.2 50698.1 830403 052200 2
11791.6 1420.0 50699.0 830403 052300 2
11787.0 1421.6 50701.0 830403 052400 2
11784.7 1425.6 50703.0 830403 052500 2
11789.7 1428.3 50703.9 830403 052600 2
11788.5 1430.7 50705.9 830403 052700 2
11794.6 1431.1 50706.9 830403 052800 2
11801.0 1428.8 50706.9 830403 052900 2
11801.0 1428.8 50706.9 830403 053000 2
11800.8 1430.3 50706.9 830403 053100 2
11794.6 1430.8 50707.9 830403 053200 2
11797.4 1429.3 50708.8 830403 053300 2
11801.8 1429.5 50709.8 830403 053400 2
11799.0 1431.0 50710.8 830403 053500 2
11797.4 1429.6 50711.8 830403 053600 2
11798.6 1426.7 50710.8 830403 053700 2
11796.9 1426.8 50708.8 830403 053800 2
11798.7 1426.4 50708.8 830403 053900 2
11798.8 1425.2 50707.9 830403 054000 2
11802.3 1425.0 50707.9 830403 054100 2
11797.1 1424.7 50706.9 830403 054200 2
11796.1 1425.8 50705.9 830403 054300 2
11792.6 1425.9 50703.9 830403 054400 2
11795.7 1422.0 50703.0 830403 054500 2
11801.3 1419.3 50701.0 830403 054600 2
11801.2 1419.6 50698.1 830403 054700 2
11801.1 1420.8 50696.1 830403 054800 2
11797.4 1422.5 50695.1 830403 054900 2
11796.7 1420.9 50696.1 830403 055000 2
11801.2 1420.2 50696.1 830403 055100 2
11798.3 1422.0 50695.1 830403 055200 2
11794.0 1421.8 50695.1 830403 055300 2
11794.7 1423.1 50695.1 830403 055400 2
11796.5 1422.4 50695.1 830403 055500 2
11797.5 1421.9 50693.2 830403 055600 2
11795.7 1422.0 50692.2 830403 055700 2
11798.3 1422.3 50692.2 830403 055800 2
11796.6 1421.8 50691.2 830403 055900 2
11793.1 1421.4 50688.3 830403 060000 2
11790.5 1421.7 50689.2 830403 060100 2
11796.3 1424.6 50691.2 830403 060200 2
11794.3 1426.2 50692.2 830403 060300 2
11801.2 1427.3 50692.2 830403 060400 2
11798.9 1424.9 50691.2 830403 060500 2
11804.3 1423.1 50691.2 830403 060600 2
11803.8 1419.9 50690.2 830403 060700 2
11791.1 1423.6 50689.2 830403 060800 2
11797.6 1428.1 50690.2 830403 060900 2
11788.7 1421.8 50691.2 830403 061000 2
11795.4 1431.8 50694.1 830403 061100 2
11799.9 1430.8 50696.1 830403 061200 2
11795.9 1427.6 50695.1 830403 061300 2
11799.1 1430.1 50695.1 830403 061400 2
11808.0 1429.0 50696.1 830403 061500 2
11804.3 1423.1 50693.2 830403 061600 2
11799.6 1426.2 50692.2 830403 061700 2
11799.5 1427.1 50693.2 830403 061800 2
11796.9 1426.5 50698.1 830403 061900 2
11799.8 1431.7 50699.0 830403 062000 2
11801.0 1428.5 50699.0 830403 062100 2
11805.0 1424.4 50701.0 830403 062200 2
11801.8 1421.9 50698.1 830403 062300 2
11802.2 1426.2 50704.9 830403 062400 2
11796.4 1423.3 50703.0 830403 062500 2
11794.6 1431.1 50704.9 830403 062600 2
11801.0 1436.5 50709.8 830403 062700 2
11802.9 1434.9 50711.8 830403 062800 2
11800.1 1436.4 50713.7 830403 062900 2
11801.9 1436.3 50711.8 830403 063000 2
11799.1 1437.2 50713.7 830403 063100 2
11806.1 1437.4 50714.7 830403 063200 2
11802.1 1441.2 50718.6 830403 063300 2
11803.2 1439.5 50717.7 830403 063400 2
11796.0 1434.0 50714.7 830403 063500 2
11804.1 1439.6 50714.7 830403 063600 2
11803.6 1436.2 50717.7 830403 063700 2
11795.2 1433.0 50715.7 830403 063800 2
11794.0 1436.2 50713.7 830403 063900 2
11795.4 1431.8 50712.8 830403 064000 2
11786.1 1435.9 50711.8 830403 064100 2
11787.0 1436.3 50711.8 830403 064200 2
11796.8 1427.7 50710.8 830403 064300 2
11796.5 1422.7 50708.8 830403 064400 2
11791.5 1420.6 50708.8 830403 064500 2
11786.9 1421.9 50710.8 830403 064600 2
11786.7 1423.7 50711.8 830403 064700 2
11787.3 1425.9 50713.7 830403 064800 2
11788.2 1425.7 50714.7 830403 064900 2
11785.2 1429.0 50715.7 830403 065000 2
11787.8 1429.3 50716.7 830403 065100 2
11790.4 1429.7 50716.7 830403 065200 2
11790.6 1427.5 50715.7 830403 065300 2
11787.5 1424.4 50713.7 830403 065400 2
11786.9 1422.5 50712.8 830403 065500 2
11785.7 1417.8 50711.8 830403 065600 2
11786.0 1415.1 50710.8 830403 065700 2
11784.1 1416.4 50708.8 830403 065800 2
11781.1 1419.4 50707.9 830403 065900 2
11780.1 1420.8 50707.9 830403 070000 2
11783.4 1422.4 50708.8 830403 070100 2
11781.7 1421.6 50709.8 830403 070200 2
11781.8 1420.7 50708.8 830403 070300 2
11781.2 1419.1 50707.9 830403 070400 2
11781.7 1422.2 50708.8 830403 070500 2
11780.5 1424.2 50709.8 830403 070600 2
11780.4 1425.4 50709.8 830403 070700 2
11780.2 1426.9 50709.8 830403 070800 2
11780.9 1428.8 50709.8 830403 070900 2
11780.7 1429.7 50710.8 830403 071000 2
11780.7 1429.7 50711.8 830403 071100 2
11780.9 1428.2 50712.8 830403 071200 2
11781.9 1427.1 50711.8 830403 071300 2
11782.0 1426.5 50711.8 830403 071400 2
11782.9 1426.0 50711.8 830403 071500 2
11783.8 1425.8 50711.8 830403 071600 2
11783.0 1425.4 50711.8 830403 071700 2
11783.1 1425.1 50711.8 830403 071800 2
11782.2 1425.0 50711.8 830403 071900 2
11783.1 1424.8 50711.8 830403 072000 2
11782.2 1424.7 50711.8 830403 072100 2
11781.4 1424.0 50711.8 830403 072200 2
11779.9 1422.6 50711.8 830403 072300 2
11780.4 1425.1 50711.8 830403 072400 2
11779.3 1427.4 50712.8 830403 072500 2
11784.6 1427.1 50715.7 830403 072600 2
11787.4 1425.3 50716.7 830403 072700 2
11786.5 1425.5 50714.7 830403 072800 2
11786.3 1427.0 50714.7 830403 072900 2
11787.1 1428.0 50715.7 830403 073000 2
11786.3 1427.0 50715.7 830403 073100 2
11788.0 1427.5 50714.7 830403 073200 2
11788.0 1427.8 50715.7 830403 073300 2
11788.7 1428.8 50715.7 830403 073400 2
11787.7 1430.3 50714.7 830403 073500 2
11786.7 1431.4 50717.7 830403 073600 2
11788.3 1432.2 50716.7 830403 073700 2
11791.4 1428.3 50717.7 830403 073800 2
11790.5 1428.5 50718.6 830403 073900 2
11788.9 1427.6 50717.7 830403 074000 2
11786.3 1427.3 50718.6 830403 074100 2
11786.2 1427.9 50717.7 830403 074200 2
11788.7 1429.5 50719.6 830403 074300 2
11785.2 1429.0 50719.6 830403 074400 2
11785.1 1429.6 50717.7 830403 074500 2
11778.3 1428.2 50716.7 830403 074600 2
11777.1 1431.1 50718.6 830403 074700 2
11780.3 1433.6 50719.6 830403 074800 2
11782.2 1439.1 50721.6 830403 074900 2
11790.4 1436.7 50720.6 830403 075000 2
11796.8 1427.7 50719.6 830403 075100 2
11792.1 1423.1 50717.7 830403 075200 2
11788.1 1419.3 50715.7 830403 075300 2
11783.5 1421.8 50714.7 830403 075400 2
11777.1 1423.8 50713.7 830403 075500 2
11771.6 1425.9 50713.7 830403 075600 2
11773.1 1427.9 50716.7 830403 075700 2
11778.0 1430.3 50718.6 830403 075800 2
11784.3 1429.2 50720.6 830403 075900 2
11783.1 1432.1 50722.6 830403 080000 2
11781.6 1429.8 50719.6 830403 080100 2
11781.1 1427.0 50718.6 830403 080200 2
11782.9 1426.3 50718.6 830403 080300 2
11781.3 1425.5 50716.7 830403 080400 2
11782.5 1422.6 50716.7 830403 080500 2
11781.8 1421.0 50717.7 830403 080600 2
11781.5 1423.7 50718.6 830403 080700 2
11783.3 1423.3 50717.7 830403 080800 2
11783.9 1425.5 50717.7 830403 080900 2
11783.8 1426.4 50717.7 830403 081000 2
11787.3 1426.2 50717.7 830403 081100 2
11785.6 1425.4 50718.6 830403 081200 2
11784.6 1426.8 50718.6 830403 081300 2
11785.4 1427.2 50718.6 830403 081400 2
11785.5 1426.9 50718.6 830403 081500 2
11784.5 1427.4 50718.6 830403 081600 2
11786.1 1429.1 50718.6 830403 081700 2
11786.3 1427.6 50717.7 830403 081800 2
11788.1 1426.9 50718.6 830403 081900 2
11784.3 1428.9 50717.7 830403 082000 2
11782.1 1425.9 50716.7 830403 082100 2
11780.0 1428.4 50715.7 830403 082200 2
11785.6 1426.0 50715.7 830403 082300 2
11788.6 1422.4 50716.7 830403 082400 2
11789.4 1423.7 50714.7 830403 082500 2
11787.1 1420.4 50713.7 830403 082600 2
11784.6 1419.2 50713.7 830403 082700 2
11784.5 1420.1 50711.8 830403 082800 2
11780.3 1419.3 50711.8 830403 082900 2
11780.9 1420.9 50712.8 830403 083000 2
11776.5 1420.9 50714.7 830403 083100 2
11777.9 1423.9 50713.7 830403 083200 2
11783.6 1420.9 50714.7 830403 083300 2
11783.2 1416.2 50713.7 830403 083400 2
11779.5 1418.5 50713.7 830403 083500 2
11783.5 1421.2 50714.7 830403 083600 2
11786.2 1420.9 50715.7 830403 083700 2
11785.5 1419.3 50714.7 830403 083800 2
11783.7 1419.4 50715.7 830403 083900 2
11788.2 1418.4 50716.7 830403 084000 2
11792.0 1416.1 50715.7 830403 084100 2
11786.1 1414.4 50713.7 830403 084200 2
11784.9 1416.8 50714.7 830403 084300 2
11786.8 1416.1 50715.7 830403 084400 2
11790.4 1415.0 50715.7 830403 084500 2
11793.1 1414.1 50715.7 830403 084600 2
11793.3 1413.2 50716.7 830403 084700 2
11790.7 1412.6 50716.7 830403 084800 2
11788.8 1413.9 50715.7 830403 084900 2
11785.9 1416.0 50715.7 830403 085000 2
11783.0 1418.1 50715.7 830403 085100 2
11784.9 1417.1 50715.7 830403 085200 2
11787.8 1414.7 50716.7 830403 085300 2
11788.0 1412.8 50716.7 830403 085400 2
11790.8 1411.3 50716.7 830403 085500 2
11791.9 1409.9 50716.7 830403 085600 2
11793.5 1410.7 50716.7 830403 085700 2
11796.2 1410.5 50717.7 830403 085800 2
11801.5 1410.5 50716.7 830403 085900 2
11801.6 1409.3 50716.7 830403 090000 2
11798.2 1408.2 50717.7 830403 090100 2
11799.1 1408.3 50718.6 830403 090200 2
11798.2 1408.8 50718.6 830403 090300 2
11799.1 1408.7 50718.6 830403 090400 2
11800.1 1406.9 50718.6 830403 090500 2
11800.3 1405.1 50717.7 830403 090600 2
11801.4 1403.4 50717.7 830403 090700 2
11793.6 1402.8 50718.6 830403 090800 2
11794.1 1406.2 50718.6 830403 090900 2
11792.2 1407.5 50718.6 830403 091000 2
11791.2 1408.0 50718.6 830403 091100 2
11794.2 1405.0 50719.6 830403 091200 2
11789.8 1405.1 50719.6 830403 091300 2
11781.7 1406.9 50718.6 830403 091400 2
11778.0 1409.2 50718.6 830403 091500 2
11774.3 1410.6 50718.6 830403 091600 2
11777.1 1409.4 50719.6 830403 091700 2
11779.9 1407.9 50720.6 830403 091800 2
11782.7 1406.4 50719.6 830403 091900 2
11783.6 1405.6 50720.6 830403 092000 2
11780.8 1407.4 50720.6 830403 092100 2
11785.3 1406.7 50720.6 830403 092200 2
11791.5 1405.6 50720.6 830403 092300 2
11789.9 1404.2 50720.6 830403 092400 2
11795.2 1403.9 50720.6 830403 092500 2
11793.6 1402.8 50720.6 830403 092600 2
11798.2 1401.5 50720.6 830403 092700 2
11802.7 1400.2 50720.6 830403 092800 2
11793.9 1400.1 50720.6 830403 092900 2
11793.8 1401.6 50720.6 830403 093000 2
11786.6 1402.6 50719.6 830403 093100 2
11789.8 1405.1 50719.6 830403 093200 2
11788.3 1403.7 50719.6 830403 093300 2
11794.7 1401.4 50720.6 830403 093400 2
11792.2 1400.2 50720.6 830403 093500 2
11785.2 1399.7 50721.6 830403 093600 2
11780.8 1399.7 50722.6 830403 093700 2
11776.4 1400.4 50721.6 830403 093800 2
11774.4 1402.0 50721.6 830403 093900 2
11775.0 1404.3 50722.6 830403 094000 2
11775.8 1405.0 50723.5 830403 094100 2
11774.1 1404.8 50723.5 830403 094200 2
11771.4 1405.0 50723.5 830403 094300 2
11770.5 1405.8 50724.5 830403 094400 2
11768.7 1405.9 50725.5 830403 094500 2
11765.4 1404.6 50726.5 830403 094600 2
11767.8 1405.8 50726.5 830403 094700 2
11767.2 1404.2 50726.5 830403 094800 2
11767.3 1403.3 50726.5 830403 094900 2
11764.5 1404.2 50726.5 830403 095000 2
11764.1 1407.8 50725.5 830403 095100 2
11769.6 1405.7 50725.5 830403 095200 2
11770.8 1403.4 50724.5 830403 095300 2
11770.8 1402.8 50724.5 830403 095400 2
11770.0 1402.7 50724.5 830403 095500 2
11770.9 1402.2 50724.5 830403 095600 2
