Intermittent TEST-UNEXPECTED-FAIL | leaked ~2MB - 4MB running mochitest-chrome
Seen 2 of these leaks, starting with https://hg.mozilla.org/integration/mozilla-inbound/rev/5a3e49205389.

https://tbpl.mozilla.org/php/getParsedLog.php?id=6464293&tree=Mozilla-Inbound
https://tbpl.mozilla.org/php/getParsedLog.php?id=6464765&tree=Mozilla-Inbound

Leak analyser give the same output for both of the leaks:
leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/dom/ipc/tests/test_process_error.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_button.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_colorpicker_popup.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_deck.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_dialogfocus.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_props.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_radio.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_richlist_direction.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_sorttemplate.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tabindex.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_hier.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_hier_cell.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_single.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_view.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/widget/tests/test_wheeltransaction.xul leaked 1 DOMWINDOW(s)

...and the detail
TEST-UNEXPECTED-FAIL | automationutils.processLeakLog() | leaked 2469307 byte during test execution
TEST-INFO | automationutils.processLeakLog() | leaked 29 instance of nsScriptError with size 104 byte each (3016 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 97 instance of nsScriptLoader with size 64 byte each (6208 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 83 instance of nsScriptLoaderObserverProxy with size 16 byte each (1328 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 2 instance of nsScriptNameSpaceManager with size 88 byte each (176 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsScriptSecurityManager with size 80 byte
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsSimpleURI with size 68 byte
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsSocketTransportService with size 116 byte
TEST-INFO | automationutils.processLeakLog() | leaked 1386 instance of nsStandardURL with size 180 byte each (249480 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 4 instance of nsStaticCaseInsensitiveNameTable with size 48 byte each (192 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 9376 instance of nsStringBuffer with size 8 byte each (75008 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 21 instance of nsStringBundle with size 52 byte each (1092 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsStringBundleService with size 112 byte
TEST-INFO | automationutils.processLeakLog() | leaked 36 instance of nsSupportsCStringImpl with size 24 byte each (864 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsSystemPrincipal with size 36 byte
TEST-INFO | automationutils.processLeakLog() | leaked 9030 instance of nsTArray_base with size 4 byte each (36120 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 42 instance of nsTextEditorState with size 80 byte each (3360 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 256 instance of nsTextFragment with size 8 byte each (2048 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 32 instance of nsTextNode with size 64 byte each (2048 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 2 instance of nsThread with size 128 byte each (256 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 2 instance of nsTimerImpl with size 72 byte each (144 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 6 instance of nsTreeBoxObject with size 32 byte each (192 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 117 instance of nsURIHashKey with size 8 byte each (936 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsUnicodeNormalizer with size 12 byte
TEST-INFO | automationutils.processLeakLog() | leaked 14 instance of nsVariant with size 64 byte each (896 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1496 instance of nsVoidArray with size 4 byte each (5984 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 142 instance of nsWeakReference with size 16 byte each (2272 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 67 instance of nsXBLDocGlobalObject with size 28 byte each (1876 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 83 instance of nsXBLDocumentInfo with size 40 byte each (3320 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 254 instance of nsXBLEventHandler with size 16 byte each (4064 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 234 instance of nsXBLInsertionPointEntry with size 20 byte each (4680 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 29 instance of nsXBLKeyEventHandler with size 24 byte each (696 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 120 instance of nsXBLParameter with size 8 byte each (960 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 398 instance of nsXBLProtoImpl with size 32 byte each (12736 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 355 instance of nsXBLProtoImplField with size 24 byte each (8520 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 709 instance of nsXBLProtoImplMethod with size 20 byte each (14180 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1074 instance of nsXBLProtoImplProperty with size 28 byte each (30072 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 571 instance of nsXBLPrototypeBinding with size 60 byte each (34260 byte total)
